id,id_podtret,nik,hits,timestamp
8847,47,10100133,1,2022-10-29 12:44:17
1279,13,10100133,1,2022-06-21 10:8:9
6814,43,10100133,1,2022-09-26 14:56:42
6810,43,10100133,1,2022-09-26 14:26:38
8831,46,10100133,1,2022-10-29 11:31:3
1282,13,10100133,1,2022-06-21 10:24:40
1483,29,10100133,1,2022-06-27 9:50:1
1525,29,10100133,1,2022-06-27 12:57:5
6813,43,10100133,1,2022-09-26 14:37:10
6812,43,10100133,1,2022-09-26 14:36:40
7039,44,10100133,1,2022-10-06 6:59:1
8835,46,10100133,1,2022-10-29 12:8:41
6816,43,10100133,1,2022-09-26 14:57:47
6817,43,10100133,1,2022-09-26 14:59:19
1463,29,10100133,1,2022-06-27 9:13:52
8830,46,10100133,1,2022-10-29 11:29:27
1286,13,10100133,1,2022-06-21 11:14:7
13526,60,10100133,1,2022-12-30 14:38:5
8848,47,10100133,1,2022-10-29 12:44:42
16924,66,10100139,1,2023-02-10 19:4:0
16930,66,10100139,1,2023-02-10 19:21:21
16929,66,10100139,1,2023-02-10 19:19:39
10480,51,10100144,1,2022-11-21 16:20:28
10483,49,10100144,1,2022-11-21 16:38:6
10484,49,10100144,1,2022-11-21 16:38:6
1894,28,10100144,1,2022-07-06 17:19:41
10479,51,10100144,1,2022-11-21 16:20:22
10482,51,10100144,1,2022-11-21 16:20:31
10481,51,10100144,1,2022-11-21 16:20:31
1891,27,10100144,1,2022-07-06 16:38:2
4460,38,10100179,1,2022-08-20 12:15:12
4471,38,10100179,1,2022-08-20 12:29:58
4412,38,10100179,1,2022-08-20 11:38:6
4420,38,10100179,1,2022-08-20 11:39:20
4438,38,10100179,1,2022-08-20 11:45:53
4467,38,10100179,1,2022-08-20 12:22:5
4418,38,10100179,1,2022-08-20 11:39:17
5997,42,10100179,1,2022-09-14 15:57:53
4411,38,10100179,1,2022-08-20 11:37:41
4454,38,10100179,1,2022-08-20 12:10:31
5071,39,10100182,1,2022-08-29 9:56:44
5067,39,10100182,1,2022-08-29 9:28:41
5066,39,10100182,1,2022-08-29 9:28:41
9208,46,10100182,1,2022-11-04 10:13:24
15391,62,10100182,1,2023-01-24 22:19:40
10263,50,10100182,1,2022-11-18 9:52:51
12927,58,10100182,1,2022-12-24 11:38:40
12920,54,10100182,1,2022-12-24 11:13:40
10863,52,10100182,1,2022-11-26 14:42:7
16095,62,10100182,1,2023-01-31 16:19:46
13571,59,10100182,1,2022-12-31 7:25:5
9214,47,10100182,1,2022-11-04 10:51:50
9837,49,10100182,1,2022-11-14 8:18:50
12918,53,10100182,1,2022-12-24 9:59:7
13570,59,10100182,1,2022-12-31 7:24:46
13927,60,10100182,1,2023-01-06 14:26:27
16097,62,10100182,1,2023-01-31 16:28:27
12921,54,10100182,1,2022-12-24 11:13:40
9221,48,10100182,1,2022-11-04 12:17:15
12926,58,10100182,1,2022-12-24 11:38:40
11017,52,10100182,1,2022-11-30 16:24:3
16105,63,10100182,1,2023-01-31 17:1:0
9193,43,10100182,1,2022-11-04 8:58:53
12928,58,10100182,1,2022-12-24 11:39:1
9222,48,10100182,1,2022-11-04 12:17:22
13569,59,10100182,1,2022-12-31 7:24:45
14005,61,10100182,1,2023-01-09 16:14:40
16099,63,10100182,1,2023-01-31 16:55:15
9195,44,10100182,1,2022-11-04 8:58:59
9200,45,10100182,1,2022-11-04 9:37:10
9209,46,10100182,1,2022-11-04 10:13:34
9213,47,10100182,1,2022-11-04 10:51:39
6524,41,10100182,1,2022-09-22 14:2:5
10669,51,10100182,1,2022-11-24 13:59:29
10862,52,10100182,1,2022-11-26 14:40:49
9202,46,10100182,1,2022-11-04 9:37:33
14002,60,10100182,1,2023-01-09 15:28:26
14003,60,10100182,1,2023-01-09 15:28:35
9192,43,10100182,1,2022-11-04 8:39:50
11716,53,10100182,1,2022-12-08 14:22:16
10666,51,10100182,1,2022-11-24 13:46:13
10864,52,10100182,1,2022-11-26 14:43:21
9194,44,10100182,1,2022-11-04 8:58:58
15390,62,10100182,1,2023-01-24 22:19:37
10430,51,10100182,1,2022-11-21 10:14:29
6539,42,10100182,1,2022-09-22 14:36:18
6538,42,10100182,1,2022-09-22 14:36:12
10426,51,10100182,1,2022-11-21 9:42:20
11717,53,10100182,1,2022-12-08 14:22:19
12917,53,10100182,1,2022-12-24 9:59:5
11016,52,10100182,1,2022-11-30 16:23:53
9203,45,10100182,1,2022-11-04 9:37:48
14006,61,10100182,1,2023-01-09 16:14:40
13943,61,10100182,1,2023-01-06 15:13:6
13950,61,10100182,1,2023-01-06 15:19:28
9196,44,10100182,1,2022-11-04 8:59:3
6053,40,10100182,1,2022-09-15 8:7:11
12919,53,10100182,1,2022-12-24 9:59:41
16096,62,10100182,1,2023-01-31 16:19:53
13942,61,10100182,1,2023-01-06 15:13:5
9838,49,10100182,1,2022-11-14 8:18:54
6046,40,10100182,1,2022-09-15 7:35:46
6523,41,10100182,1,2022-09-22 14:2:0
12922,54,10100182,1,2022-12-24 11:13:54
13928,60,10100182,1,2023-01-06 14:27:2
9201,45,10100182,1,2022-11-04 9:37:25
10265,50,10100182,1,2022-11-18 10:14:18
16098,63,10100182,1,2023-01-31 16:55:14
13930,60,10100182,1,2023-01-06 14:35:6
3353,1,10100190,1,2022-08-03 15:57:15
3352,1,10100190,1,2022-08-03 15:57:14
3354,15,10100190,1,2022-08-03 15:58:7
3351,15,10100190,1,2022-08-03 15:55:24
1834,29,10100194,1,2022-07-04 16:42:16
13711,60,10100194,1,2023-01-02 14:30:7
12383,1,10100200,1,2022-12-16 19:30:25
12385,1,10100200,1,2022-12-16 19:31:5
12384,1,10100200,1,2022-12-16 19:30:26
11414,1,10100216,1,2022-12-04 19:57:56
11413,1,10100216,1,2022-12-04 19:57:54
11415,51,10100218,1,2022-12-04 20:1:7
17175,66,10100218,1,2023-02-13 21:24:30
11416,51,10100218,1,2022-12-04 20:1:14
17176,66,10100218,1,2023-02-13 21:24:33
11808,41,10100226,1,2022-12-10 8:1:12
11807,41,10100226,1,2022-12-10 8:1:8
10478,41,10100226,1,2022-11-21 16:10:7
13534,60,10100229,1,2022-12-30 14:53:9
10360,51,10100229,1,2022-11-19 11:50:46
16008,64,10100233,1,2023-01-30 21:42:55
16011,64,10100233,1,2023-01-30 21:49:12
16009,64,10100233,1,2023-01-30 21:43:48
16010,64,10100233,1,2023-01-30 21:48:43
12173,5,10100239,1,2022-12-14 15:41:13
12172,5,10100239,1,2022-12-14 15:41:11
7203,1,10100254,1,2022-10-12 1:13:13
11031,42,10100254,1,2022-12-01 5:37:34
10150,49,10100260,1,2022-11-16 11:51:1
4470,38,10100298,1,2022-08-20 12:29:8
4472,38,10100298,1,2022-08-20 12:32:58
4455,38,10100298,1,2022-08-20 12:11:51
17051,66,10100299,1,2023-02-11 14:14:49
12540,47,10100314,1,2022-12-19 20:0:21
3915,37,10100314,1,2022-08-11 22:15:42
12539,47,10100314,1,2022-12-19 20:0:18
3916,1,10100314,1,2022-08-11 22:17:35
3914,1,10100314,1,2022-08-11 22:13:42
3910,26,10100314,1,2022-08-11 21:57:20
3873,1,10100314,1,2022-08-11 15:37:15
3913,1,10100314,1,2022-08-11 22:13:1
3909,26,10100314,1,2022-08-11 21:57:12
12542,58,10100314,1,2022-12-19 20:48:48
3874,1,10100314,1,2022-08-11 15:37:18
3912,1,10100314,1,2022-08-11 22:12:32
12543,58,10100314,1,2022-12-19 21:1:25
3917,1,10100314,1,2022-08-11 22:17:55
12541,58,10100314,1,2022-12-19 20:48:47
3911,26,10100314,1,2022-08-11 22:9:46
12441,58,10100357,1,2022-12-17 22:41:49
12440,58,10100357,1,2022-12-17 22:41:47
3901,37,10100380,1,2022-08-11 18:19:23
3897,26,10100380,1,2022-08-11 18:16:10
3902,37,10100380,1,2022-08-11 18:20:48
3903,37,10100380,1,2022-08-11 18:21:28
3899,37,10100380,1,2022-08-11 18:19:7
3898,37,10100380,1,2022-08-11 18:18:39
3900,37,10100380,1,2022-08-11 18:19:20
4333,38,10100396,1,2022-08-20 10:58:22
1835,27,10100396,1,2022-07-04 16:43:48
4344,38,10100396,1,2022-08-20 11:2:40
7020,35,10100396,1,2022-10-05 14:5:36
1820,28,10100396,1,2022-07-04 14:12:40
9033,48,10100396,1,2022-11-01 11:22:43
9039,48,10100396,1,2022-11-01 11:28:44
9035,48,10100396,1,2022-11-01 11:22:50
6381,42,10100396,1,2022-09-19 14:50:5
1825,29,10100396,1,2022-07-04 14:38:56
9036,48,10100396,1,2022-11-01 11:22:57
7023,43,10100396,1,2022-10-05 14:13:37
7018,34,10100396,1,2022-10-05 13:59:56
4346,38,10100396,1,2022-08-20 11:2:51
7024,44,10100396,1,2022-10-05 14:21:44
7019,35,10100396,1,2022-10-05 14:5:36
7325,5,10100396,1,2022-10-13 16:48:41
1828,30,10100396,1,2022-07-04 15:22:31
7320,26,10100396,1,2022-10-13 16:46:33
9037,48,10100396,1,2022-11-01 11:22:58
9034,48,10100396,1,2022-11-01 11:22:50
4779,1,10300457,1,2022-08-25 12:1:32
4780,1,10300457,1,2022-08-25 12:1:43
4778,1,10300457,1,2022-08-25 12:0:5
4783,1,10300457,1,2022-08-25 12:36:31
4784,1,10300457,1,2022-08-25 12:36:55
4871,38,10300460,1,2022-08-26 15:45:22
4393,38,10300461,1,2022-08-20 11:23:29
4395,38,10300461,1,2022-08-20 11:24:16
4390,38,10300461,1,2022-08-20 11:23:1
4292,38,10300461,1,2022-08-20 9:15:16
2961,31,10400506,1,2022-07-26 11:17:15
13957,61,10400506,1,2023-01-06 15:31:45
2962,31,10400506,1,2022-07-26 11:40:46
11256,53,10400508,1,2022-12-03 5:36:19
11257,53,10400508,1,2022-12-03 5:36:20
13984,61,10400508,1,2023-01-09 8:51:24
7357,46,10400508,1,2022-10-14 9:42:5
13983,61,10400508,1,2023-01-09 8:43:40
9820,50,10400508,1,2022-11-14 5:58:14
12457,58,10400549,1,2022-12-19 9:27:39
12458,58,10400549,1,2022-12-19 9:27:47
12475,54,10400549,1,2022-12-19 9:51:34
12474,54,10400549,1,2022-12-19 9:51:29
17191,67,10400549,1,2023-02-14 8:35:49
2402,32,10400554,1,2022-07-14 6:37:32
2401,32,10400554,1,2022-07-14 6:34:53
2403,32,10400554,1,2022-07-14 6:37:46
7435,46,10400554,1,2022-10-15 9:42:58
5367,32,10400576,1,2022-08-31 14:45:59
5361,32,10400576,1,2022-08-31 14:33:23
1214,28,10500589,1,2022-06-20 16:37:47
2682,31,10500617,1,2022-07-19 17:59:21
2681,15,10500617,1,2022-07-19 17:58:58
3511,31,10600654,1,2022-08-04 9:32:11
2385,31,10600654,1,2022-07-13 16:11:50
3509,31,10600654,1,2022-08-04 9:31:11
2382,31,10600654,1,2022-07-13 16:10:35
2381,31,10600654,1,2022-07-13 16:10:20
2388,31,10600654,1,2022-07-13 16:14:17
2383,28,10600654,1,2022-07-13 16:10:37
2384,31,10600654,1,2022-07-13 16:10:40
3510,31,10600654,1,2022-08-04 9:31:16
2386,31,10600654,1,2022-07-13 16:12:0
3508,31,10600654,1,2022-08-04 9:29:52
2380,31,10600654,1,2022-07-13 16:6:41
2387,31,10600654,1,2022-07-13 16:12:54
7803,46,10600660,1,2022-10-20 7:57:51
7527,46,10600660,1,2022-10-18 17:14:25
7341,46,10600669,1,2022-10-13 21:4:42
3704,36,10600669,1,2022-08-08 7:46:18
6189,42,10600683,1,2022-09-16 10:15:22
6628,43,10600683,1,2022-09-24 5:32:7
6668,43,10600683,1,2022-09-24 8:9:53
6671,43,10600683,1,2022-09-24 8:11:59
4352,38,10600683,1,2022-08-20 11:4:39
4335,38,10600683,1,2022-08-20 10:59:17
4338,38,10600683,1,2022-08-20 10:59:52
2545,30,10700715,1,2022-07-15 16:48:48
2541,30,10700715,1,2022-07-15 16:46:59
2552,30,10700715,1,2022-07-15 16:52:49
2551,30,10700715,1,2022-07-15 16:52:49
15470,62,10700715,1,2023-01-26 6:57:3
2550,30,10700715,1,2022-07-15 16:52:14
2577,32,10700715,1,2022-07-15 22:34:27
7472,31,10700741,1,2022-10-18 7:7:32
2283,31,10800776,1,2022-07-12 17:22:56
2282,31,10800776,1,2022-07-12 16:53:18
17165,66,10800776,1,2023-02-13 17:53:12
17164,66,10800776,1,2023-02-13 17:53:11
2790,33,10800777,1,2022-07-22 16:48:24
2782,33,10800777,1,2022-07-22 16:33:51
4483,38,10800777,1,2022-08-20 12:51:46
4308,38,10800777,1,2022-08-20 10:31:58
4484,38,10800777,1,2022-08-20 12:52:18
3074,34,10800777,1,2022-07-30 8:23:54
4482,38,10800777,1,2022-08-20 12:51:26
4318,38,10800777,1,2022-08-20 10:46:13
4321,38,10800777,1,2022-08-20 10:47:43
4320,38,10800777,1,2022-08-20 10:47:37
4322,38,10800777,1,2022-08-20 10:48:1
4319,38,10800777,1,2022-08-20 10:46:33
4710,38,10800777,1,2022-08-23 15:50:49
4489,38,10800777,1,2022-08-20 12:57:44
4427,38,10800789,1,2022-08-20 11:43:25
8505,1,10800789,1,2022-10-26 11:45:2
4426,38,10800789,1,2022-08-20 11:42:53
7327,46,10900846,1,2022-10-13 16:51:5
1606,28,10900846,1,2022-06-28 12:47:29
6382,42,10900878,1,2022-09-19 16:3:2
6384,42,10900878,1,2022-09-19 16:3:43
6383,42,10900878,1,2022-09-19 16:3:34
17092,62,11100917,1,2023-02-13 12:4:24
12912,58,11100917,1,2022-12-24 9:2:42
15207,61,11100917,1,2023-01-21 11:33:19
11330,52,11100917,1,2022-12-03 10:55:58
17091,62,11100917,1,2023-02-13 12:4:23
13485,59,11100917,1,2022-12-30 12:5:58
10640,51,11100917,1,2022-11-24 8:14:40
12911,58,11100917,1,2022-12-24 9:2:42
8509,47,11100917,1,2022-10-26 12:29:42
9673,48,11100917,1,2022-11-10 14:27:37
11329,52,11100917,1,2022-12-03 10:55:37
16886,62,11100917,1,2023-02-10 14:9:26
9674,48,11100917,1,2022-11-10 14:27:49
8489,44,11100917,1,2022-10-26 10:7:26
8486,43,11100917,1,2022-10-26 9:48:16
16885,62,11100917,1,2023-02-10 14:7:0
12913,58,11100917,1,2022-12-24 9:56:18
15209,61,11100917,1,2023-01-21 11:33:25
15279,61,11100917,1,2023-01-23 11:28:7
9726,49,11100917,1,2022-11-11 14:44:3
9682,49,11100917,1,2022-11-10 14:57:12
8484,43,11100917,1,2022-10-26 9:48:7
17101,64,11100917,1,2023-02-13 12:47:22
13860,60,11100917,1,2023-01-05 8:54:53
17095,63,11100917,1,2023-02-13 12:4:44
16899,62,11100917,1,2023-02-10 14:46:30
17099,64,11100917,1,2023-02-13 12:45:22
11328,52,11100917,1,2022-12-03 10:55:37
9681,49,11100917,1,2022-11-10 14:57:5
15280,61,11100917,1,2023-01-23 11:28:10
8490,44,11100917,1,2022-10-26 10:7:31
5894,40,11100917,1,2022-09-10 12:15:55
5893,40,11100917,1,2022-09-10 12:15:51
11339,53,11100917,1,2022-12-03 11:18:20
8502,46,11100917,1,2022-10-26 11:7:45
17105,65,11100917,1,2023-02-13 13:16:30
8485,43,11100917,1,2022-10-26 9:48:7
10327,50,11100917,1,2022-11-19 10:31:28
10639,51,11100917,1,2022-11-24 8:14:36
10326,50,11100917,1,2022-11-19 10:30:57
11341,53,11100917,1,2022-12-03 11:18:54
17104,65,11100917,1,2023-02-13 13:16:29
11338,53,11100917,1,2022-12-03 11:18:19
8504,46,11100917,1,2022-10-26 11:32:47
8508,47,11100917,1,2022-10-26 12:29:25
8497,45,11100917,1,2022-10-26 10:43:25
11340,53,11100917,1,2022-12-03 11:18:27
17109,65,11100917,1,2023-02-13 13:37:51
12905,54,11100917,1,2022-12-24 8:37:39
8496,45,11100917,1,2022-10-26 10:43:20
13484,59,11100917,1,2022-12-30 12:5:54
15208,61,11100917,1,2023-01-21 11:33:20
13858,60,11100917,1,2023-01-05 8:46:25
12907,54,11100917,1,2022-12-24 8:38:19
17094,63,11100917,1,2023-02-13 12:4:40
16900,64,11100917,1,2023-02-10 14:49:17
13483,59,11100917,1,2022-12-30 12:5:52
17093,63,11100917,1,2023-02-13 12:4:40
17100,64,11100917,1,2023-02-13 12:45:22
13859,60,11100917,1,2023-01-05 8:46:28
16901,64,11100917,1,2023-02-10 14:49:18
12906,54,11100917,1,2022-12-24 8:37:41
15817,63,11200936,1,2023-01-28 12:47:28
15818,63,11200936,1,2023-01-28 12:47:28
15821,63,11200936,1,2023-01-28 12:47:44
5429,39,20100013,1,2022-09-01 13:10:21
9669,49,20100013,1,2022-11-10 13:43:54
6533,41,20100013,1,2022-09-22 14:17:57
5416,37,20100013,1,2022-09-01 11:15:30
16300,64,20100013,1,2023-02-03 12:8:57
16279,63,20100013,1,2023-02-03 10:54:20
15191,61,20100013,1,2023-01-21 10:27:2
3852,36,20100013,1,2022-08-11 10:37:11
16996,65,20100013,1,2023-02-11 10:31:43
12846,52,20100013,1,2022-12-23 9:13:46
13286,59,20100013,1,2022-12-28 13:2:52
13661,59,20100013,1,2023-01-02 10:46:3
5415,37,20100013,1,2022-09-01 11:15:25
16299,64,20100013,1,2023-02-03 12:8:57
5424,39,20100013,1,2022-09-01 12:12:29
13656,54,20100013,1,2023-01-02 10:40:48
13288,59,20100013,1,2022-12-28 13:3:25
13660,59,20100013,1,2023-01-02 10:46:3
6534,41,20100013,1,2022-09-22 14:18:3
5422,38,20100013,1,2022-09-01 11:42:52
16295,64,20100013,1,2023-02-03 12:8:57
16296,64,20100013,1,2023-02-03 12:8:57
15189,61,20100013,1,2023-01-21 10:26:49
6541,42,20100013,1,2022-09-22 14:50:16
16293,64,20100013,1,2023-02-03 12:8:56
6547,42,20100013,1,2022-09-22 15:28:50
16291,65,20100013,1,2023-02-03 12:8:55
16270,62,20100013,1,2023-02-03 10:19:40
13667,60,20100013,1,2023-01-02 11:15:37
13287,59,20100013,1,2022-12-28 13:2:53
12863,58,20100013,1,2022-12-23 10:38:37
5421,37,20100013,1,2022-09-01 11:42:46
15190,61,20100013,1,2023-01-21 10:26:51
5945,40,20100013,1,2022-09-14 11:31:4
12865,58,20100013,1,2022-12-23 10:38:42
8920,47,20100013,1,2022-10-31 11:40:22
8927,48,20100013,1,2022-10-31 12:33:45
8928,48,20100013,1,2022-10-31 12:34:0
8904,45,20100013,1,2022-10-31 10:40:33
8907,46,20100013,1,2022-10-31 11:4:34
8906,46,20100013,1,2022-10-31 11:4:29
8899,44,20100013,1,2022-10-31 10:10:43
8900,44,20100013,1,2022-10-31 10:11:0
8903,45,20100013,1,2022-10-31 10:40:16
16998,65,20100013,1,2023-02-11 10:33:40
16301,64,20100013,1,2023-02-03 12:8:57
