142,SOP-QHS-MR-057 Pengoperasian Dan Perawatan Showcase Atau Container Chiller R1,19
143,IK-QHS-MR-049 Program Pelatihan Karyawan R4,19
144,IK-RDC-GA-044 Proses Permintaan Perbaikan Melalui SPK Online,19
145,General IT Security Awareness,28
146,Penggunaan APAR,29
147,Safety Security K3,30
148,IK-QHS-MR-022 Pemeriksaan Kesehatan Karyawan R3,19
149,IK-QHS-MR-027 Tata Cara Akses Masuk Keluar Gudang Coldroom Container Chiller R2,19
150,IK-QHS-MR-028 Pembersihan Gudang DAn Sarana Penunjang Di gudang R3,19
151,IK-QHS-MR-055 Kalibrasi Alat Ukur,19
152,IK-RDC-GA-010 Pengoperasian Rolling Door R2,19
153,IK-RDC-GA-012 Pengoperasian Dan Perawatan Dock Leveller R1,19
154,IK-RDC-TRP-029 Pengiriman Barang R10,19
155,IK-RDC-WHS-004 Penerimaan Barang R16,19
156,IK-RDC-WHS-010 Penyimpanan R9,19
157,IK-RDC-WHS-027 Relabelling - Stickering Produk R1,19
158,SOP-RDC-QS-001 Pengelolaan Limbah B3 & Non B3 R5,19
159,SOP-QHS-MR-002 Manajemen Audit R15,19
160,SOP-QHS-MR-018 Prosedur Alat Pelindung Diri R9,19
161,SOP-QHS-MR-030 Prosedur Penanganan Tumpahan Produk Golongan Sitostatika R5,19
162,SOP-QHS-MR-035 Prosedur Personal Hygiene Dan Sanitasi R5,19
163,SOP-QHS-MR-036 Prosedur Pest Control R7,19
164,SOP-QHS-MR-045 Pemantauan Suhu Penyimpanan R6,19
165,SOP-QHS-MR-050 Penanganan Produk Psikotropika R5,19
166,SOP-QHS-MR-060 Kalibrasi Alat Ukur R4,19
168,IK-QHS-MR-001 IK Tata Cara Pembuatan & Perubahan & Pengesahan & Penomoran Dokumen SOP & IK & Form R18,19
169,IK-OPR-TRP-011 Pengiriman Produk Rantai Dingain produk Obat Dan Alat Kesehatan R10,19
170,IK-QHS-MR-041 Tata Cara Penanganan Dokumen Regulatory R1,19
171,IK-RDC-TRP-023 Keamanan Barang Selama Dalam Pengiriman R4,19
172,IK-QHS-MR-020 Validasi Pengiriman R3,19
173,SOP-HRD-CD-001 Sop Promosi & Mutasi & Demosi Karyawan ,19
174,SOP-OPR-WHS-003 Prosedur Penerimaan Retur Produk Dari Pelanggan R20,19
175,SOP-CHB-SM2-002 Spreading R6,19
176,SOP-CHB-SM2-005 Trade Promo Development R5,19
177,SOP-CHB-SM2-007 Pesanan Tambahan R6,19
178,SOP-QHS-MR-059 Manajemen Resiko Mutu R2,19
179,IK-OPR-APJ-014 Tata Laksana SPTT,19
180,SOP-QHS-MR-062 Government Relation R2,19
181,SOP-QHS-MR-076 Prosedur Perjanjian Kualitas ( Quality Agreement ) R1,19
182,SOP-QHS-MR-014 Prosedur Pemantauan Dan Pengukuran Lingkungan Kerja R4,19
183,SOP-QHS-MR-010 Prosedur Seleksi Kualifikasi & Evaluasi Pihak Ketiga ( Vendor Outsource ) R10,19
184,SOP-QHS-MR-068 Challenge Test R1,19
185,SOP-QHS-MR-058 Penanganan Produk OMPF Dan OOT R1,19
186,SOP-QHS-MR-001 SOP Sasaran Mutu R7,19
187,IK-RDC-PPS-001 Pembuatan Rencana Pengiriman ( Monthly ) R4,19
188,SOP-QHS-MR-063 SOP Labeling Atau Relabeling Khusus Alkes R2,19
189,SOP-QHS-MR-009 Penanganan Keluhan Pelanggan R2,19
190,BEP 4,31
191,SOP-PST-IA-010 Risk Assesment Strategic Risk R1,19
192,IK-PST-IA-010 Risk Appetite Dan Risk Tolerance R1,19
193,IK-PST-IA-013 Fokus Risk R1,19
194,IK-SM-CHB-001 Coverage Planning R4,19
195,IK-SM-CHB-002 Evaluasi Coverage R4,19
196,IK-SM-CHB-010 AR Collektion R4,19
197,IK-SM-CHB-012 Produk Portfolio Management R4,19
